Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
3184,Exit long,2025-06-11 20:11,Close entry(s) order Long,109779.5,1,109959.5,-245.92,-0.22,369.01,0.34,-232.49,-0.21,-214234.84,-2.14
3184,Entry long,2025-06-11 19:45,Long,109959.5,1,109959.5,-245.92,-0.22,369.01,0.34,-232.49,-0.21,-214234.84,-2.14
3185,Exit short,2025-06-11 22:54,Close entry(s) order Short,109664,1,109557,-172.77,-0.16,239.13,0.22,-163.37,-0.15,-214407.61,-2.14
3185,Entry short,2025-06-11 21:37,Short,109557,1,109557,-172.77,-0.16,239.13,0.22,-163.37,-0.15,-214407.61,-2.14
3186,Exit short,2025-06-12 00:56,Close entry(s) order Short,108889.5,1,109249,294.06,0.27,860.23,0.79,-46.27,-0.04,-214113.55,-2.14
3186,Entry short,2025-06-11 23:15,Short,109249,1,109249,294.06,0.27,860.23,0.79,-46.27,-0.04,-214113.55,-2.14
3187,Exit long,2025-06-12 03:01,Close entry(s) order Long,108738.5,1,108927.5,-254.3,-0.23,214.82,0.20,-221.68,-0.20,-214367.86,-2.14
3187,Entry long,2025-06-12 02:27,Long,108927.5,1,108927.5,-254.3,-0.23,214.82,0.20,-221.68,-0.20,-214367.86,-2.14
3188,Exit short,2025-06-12 04:37,Close entry(s) order Short,108442.5,1,108363.5,-144.04,-0.13,315.99,0.29,-272.01,-0.25,-214511.89,-2.15
3188,Entry short,2025-06-12 03:28,Short,108363.5,1,108363.5,-144.04,-0.13,315.99,0.29,-272.01,-0.25,-214511.89,-2.15
3189,Exit long,2025-06-12 05:59,Close entry(s) order Long,108533.5,1,108652.5,-184.16,-0.17,108.4,0.10,-160.1,-0.15,-214696.05,-2.15
3189,Entry long,2025-06-12 05:09,Long,108652.5,1,108652.5,-184.16,-0.17,108.4,0.10,-160.1,-0.15,-214696.05,-2.15
3190,Exit short,2025-06-12 07:32,Close entry(s) order Short,108505.5,1,108250,-320.53,-0.30,0,0.00,-287.98,-0.27,-215016.58,-2.15
3190,Entry short,2025-06-12 07:04,Short,108250,1,108250,-320.53,-0.30,0,0.00,-287.98,-0.27,-215016.58,-2.15
3191,Exit short,2025-06-12 10:31,Close entry(s) order Short,107686.5,1,108176.5,425.24,0.39,833.55,0.77,-43.95,-0.04,-214591.34,-2.15
3191,Entry short,2025-06-12 08:49,Short,108176.5,1,108176.5,425.24,0.39,833.55,0.77,-43.95,-0.04,-214591.34,-2.15
3192,Exit long,2025-06-12 12:47,Close entry(s) order Long,107776.5,1,107931,-219.21,-0.20,0,0.00,-188.38,-0.17,-214810.55,-2.15
3192,Entry long,2025-06-12 12:12,Long,107931,1,107931,-219.21,-0.20,0,0.00,-188.38,-0.17,-214810.55,-2.15
3193,Exit short,2025-06-12 13:44,Close entry(s) order Short,107695,1,107538,-221.57,-0.21,95.74,0.09,-226.26,-0.21,-215032.12,-2.15
3193,Entry short,2025-06-12 13:10,Short,107538,1,107538,-221.57,-0.21,95.74,0.09,-226.26,-0.21,-215032.12,-2.15
3194,Exit short,2025-06-12 18:02,Close entry(s) order Short,107144,1,107470,261.62,0.24,594.76,0.55,-52.24,-0.05,-214770.5,-2.15
3194,Entry short,2025-06-12 15:25,Short,107470,1,107470,261.62,0.24,594.76,0.55,-52.24,-0.05,-214770.5,-2.15
3195,Exit short,2025-06-12 19:09,Close entry(s) order Short,106999,1,106783.5,-279.63,-0.26,201.46,0.19,-315.04,-0.29,-215050.14,-2.15
3195,Entry short,2025-06-12 18:56,Short,106783.5,1,106783.5,-279.63,-0.26,201.46,0.19,-315.04,-0.29,-215050.14,-2.15
3196,Exit long,2025-06-12 20:56,Close entry(s) order Long,107301,1,107433,-196.42,-0.18,315.77,0.29,-204.73,-0.19,-215246.56,-2.15
3196,Entry long,2025-06-12 19:45,Long,107433,1,107433,-196.42,-0.18,315.77,0.29,-204.73,-0.19,-215246.56,-2.15
3197,Exit short,2025-06-12 21:37,Close entry(s) order Short,107350,1,106959,-455.29,-0.43,76.41,0.07,-434.59,-0.41,-215701.84,-2.16
3197,Entry short,2025-06-12 21:21,Short,106959,1,106959,-455.29,-0.43,76.41,0.07,-434.59,-0.41,-215701.84,-2.16
3198,Exit long,2025-06-12 23:48,Close entry(s) order Long,107891,1,107811,15.29,0.01,560.16,0.52,-53.84,-0.05,-215686.56,-2.16
3198,Entry long,2025-06-12 22:35,Long,107811,1,107811,15.29,0.01,560.16,0.52,-53.84,-0.05,-215686.56,-2.16
3199,Exit short,2025-06-13 00:48,Close entry(s) order Short,107831.5,1,107568,-328.12,-0.30,359.73,0.33,-295.77,-0.27,-216014.69,-2.16
3199,Entry short,2025-06-13 00:14,Short,107568,1,107568,-328.12,-0.30,359.73,0.33,-295.77,-0.27,-216014.69,-2.16
3200,Exit short,2025-06-13 04:39,Close entry(s) order Short,106031,1,107044,949.08,0.89,1323.39,1.24,-94.61,-0.09,-215065.61,-2.15
3200,Entry short,2025-06-13 01:20,Short,107044,1,107044,949.08,0.89,1323.39,1.24,-94.61,-0.09,-215065.61,-2.15
3201,Exit short,2025-06-13 07:17,Close entry(s) order Short,103726,1,105620.5,1831.7,1.73,2963.31,2.80,-68.69,-0.07,-213233.9,-2.13
3201,Entry short,2025-06-13 05:30,Short,105620.5,1,105620.5,1831.7,1.73,2963.31,2.80,-68.69,-0.07,-213233.9,-2.13
3202,Exit long,2025-06-13 09:51,Close entry(s) order Long,103813.5,1,103949,-197.83,-0.19,608.32,0.59,-186.68,-0.18,-213431.73,-2.13
3202,Entry long,2025-06-13 08:42,Long,103949,1,103949,-197.83,-0.19,608.32,0.59,-186.68,-0.18,-213431.73,-2.13
3203,Exit short,2025-06-13 12:20,Close entry(s) order Short,104196.5,1,103884,-374.92,-0.36,72.33,0.07,-352.17,-0.34,-213806.66,-2.14
3203,Entry short,2025-06-13 11:56,Short,103884,1,103884,-374.92,-0.36,72.33,0.07,-352.17,-0.34,-213806.66,-2.14
3204,Exit long,2025-06-13 14:13,Close entry(s) order Long,104881,1,104422.5,395.71,0.38,1007.67,0.96,-133.33,-0.13,-213410.95,-2.13
3204,Entry long,2025-06-13 12:24,Long,104422.5,1,104422.5,395.71,0.38,1007.67,0.96,-133.33,-0.13,-213410.95,-2.13
3205,Exit short,2025-06-13 15:43,Close entry(s) order Short,104810.5,1,104533,-340.3,-0.33,131.64,0.13,-378.86,-0.36,-213751.25,-2.14
3205,Entry short,2025-06-13 14:49,Short,104533,1,104533,-340.3,-0.33,131.64,0.13,-378.86,-0.36,-213751.25,-2.14
3206,Exit long,2025-06-13 16:57,Close entry(s) order Long,104672.5,1,104908,-298.37,-0.28,80.53,0.08,-266.97,-0.25,-214049.62,-2.14
3206,Entry long,2025-06-13 16:35,Long,104908,1,104908,-298.37,-0.28,80.53,0.08,-266.97,-0.25,-214049.62,-2.14
3207,Exit long,2025-06-13 18:07,Close entry(s) order Long,104939,1,105051,-175,-0.17,175.48,0.17,-159.52,-0.15,-214224.62,-2.14
3207,Entry long,2025-06-13 17:40,Long,105051,1,105051,-175,-0.17,175.48,0.17,-159.52,-0.15,-214224.62,-2.14
3208,Exit short,2025-06-13 20:25,Close entry(s) order Short,104715,1,104567,-210.78,-0.20,456.13,0.44,-179.37,-0.17,-214435.4,-2.14
3208,Entry short,2025-06-13 19:35,Short,104567,1,104567,-210.78,-0.20,456.13,0.44,-179.37,-0.17,-214435.4,-2.14
3209,Exit long,2025-06-13 22:17,Close entry(s) order Long,105419,1,105322.5,33.28,0.03,569.9,0.54,-154.1,-0.15,-214402.12,-2.14
3209,Entry long,2025-06-13 20:40,Long,105322.5,1,105322.5,33.28,0.03,569.9,0.54,-154.1,-0.15,-214402.12,-2.14
3210,Exit short,2025-06-13 23:29,Close entry(s) order Short,105382,1,105139.5,-305.66,-0.29,286.96,0.27,-278.04,-0.26,-214707.78,-2.15
3210,Entry short,2025-06-13 22:47,Short,105139.5,1,105139.5,-305.66,-0.29,286.96,0.27,-278.04,-0.26,-214707.78,-2.15
3211,Exit short,2025-06-14 00:22,Close entry(s) order Short,105037,1,104777,-322.94,-0.31,128.57,0.12,-330.93,-0.32,-215030.73,-2.15
3211,Entry short,2025-06-14 00:03,Short,104777,1,104777,-322.94,-0.31,128.57,0.12,-330.93,-0.32,-215030.73,-2.15
3212,Exit long,2025-06-14 04:11,Close entry(s) order Long,105517.5,1,105461.5,-7.29,-0.01,298.36,0.28,-332.64,-0.32,-215038.03,-2.15
3212,Entry long,2025-06-14 02:15,Long,105461.5,1,105461.5,-7.29,-0.01,298.36,0.28,-332.64,-0.32,-215038.03,-2.15
3213,Exit long,2025-06-14 05:57,Close entry(s) order Long,105746,1,105795.5,-112.96,-0.11,324.76,0.31,-173.74,-0.16,-215150.98,-2.15
3213,Entry long,2025-06-14 04:21,Long,105795.5,1,105795.5,-112.96,-0.11,324.76,0.31,-173.74,-0.16,-215150.98,-2.15
3214,Exit long,2025-06-14 06:25,Close entry(s) order Long,105800,1,106162,-425.59,-0.40,0,0.00,-393.85,-0.37,-215576.58,-2.16
3214,Entry long,2025-06-14 06:23,Long,106162,1,106162,-425.59,-0.40,0,0.00,-393.85,-0.37,-215576.58,-2.16
3215,Exit short,2025-06-14 09:42,Close entry(s) order Short,105297.5,1,105505,144.26,0.14,312.85,0.30,-109.65,-0.10,-215432.31,-2.15
3215,Entry short,2025-06-14 06:35,Short,105505,1,105505,144.26,0.14,312.85,0.30,-109.65,-0.10,-215432.31,-2.15
3216,Exit short,2025-06-14 11:41,Close entry(s) order Short,105271,1,105213,-121.15,-0.12,16.94,0.02,-90.56,-0.09,-215553.47,-2.16
3216,Entry short,2025-06-14 11:36,Short,105213,1,105213,-121.15,-0.12,16.94,0.02,-90.56,-0.09,-215553.47,-2.16
3217,Exit short,2025-06-14 13:07,Close entry(s) order Short,105062.5,1,105159,33.43,0.03,378.95,0.36,-61.05,-0.06,-215520.03,-2.16
3217,Entry short,2025-06-14 11:48,Short,105159,1,105159,33.43,0.03,378.95,0.36,-61.05,-0.06,-215520.03,-2.16
3218,Exit short,2025-06-14 15:59,Close entry(s) order Short,104956.5,1,104821.5,-197.93,-0.19,7.55,0.01,-167.45,-0.16,-215717.97,-2.16
3218,Entry short,2025-06-14 15:25,Short,104821.5,1,104821.5,-197.93,-0.19,7.55,0.01,-167.45,-0.16,-215717.97,-2.16
3219,Exit short,2025-06-14 17:48,Close entry(s) order Short,104972,1,104894,-140.96,-0.13,0,0.00,-130.47,-0.12,-215858.92,-2.16
3219,Entry short,2025-06-14 17:42,Short,104894,1,104894,-140.96,-0.13,0,0.00,-130.47,-0.12,-215858.92,-2.16
3220,Exit short,2025-06-14 18:08,Close entry(s) order Short,104952,1,104850,-164.94,-0.16,0,0.00,-139.96,-0.13,-216023.86,-2.16
3220,Entry short,2025-06-14 18:02,Short,104850,1,104850,-164.94,-0.16,0,0.00,-139.96,-0.13,-216023.86,-2.16
3221,Exit short,2025-06-14 18:17,Close entry(s) order Short,104878.5,1,104829.5,-111.91,-0.11,110.05,0.10,-85.95,-0.08,-216135.78,-2.16
3221,Entry short,2025-06-14 18:13,Short,104829.5,1,104829.5,-111.91,-0.11,110.05,0.10,-85.95,-0.08,-216135.78,-2.16
3222,Exit long,2025-06-14 18:50,Close entry(s) order Long,104875.5,1,105094,-281.49,-0.27,0,0.00,-256.53,-0.24,-216417.27,-2.16
3222,Entry long,2025-06-14 18:33,Long,105094,1,105094,-281.49,-0.27,0,0.00,-256.53,-0.24,-216417.27,-2.16
3223,Exit short,2025-06-14 20:52,Close entry(s) order Short,104939,1,104840.5,-161.43,-0.15,14.55,0.01,-135.45,-0.13,-216578.7,-2.17
3223,Entry short,2025-06-14 20:09,Short,104840.5,1,104840.5,-161.43,-0.15,14.55,0.01,-135.45,-0.13,-216578.7,-2.17
3224,Exit short,2025-06-14 21:34,Close entry(s) order Short,104853.5,1,104784.5,-131.89,-0.13,170.06,0.16,-100.44,-0.10,-216710.6,-2.17
3224,Entry short,2025-06-14 21:03,Short,104784.5,1,104784.5,-131.89,-0.13,170.06,0.16,-100.44,-0.10,-216710.6,-2.17
3225,Exit short,2025-06-14 22:39,Close entry(s) order Short,104589,1,104576.5,-75.25,-0.07,235.13,0.22,-125.87,-0.12,-216785.84,-2.17
3225,Entry short,2025-06-14 22:03,Short,104576.5,1,104576.5,-75.25,-0.07,235.13,0.22,-125.87,-0.12,-216785.84,-2.17
3226,Exit long,2025-06-14 23:55,Close entry(s) order Long,104621,1,104758,-199.81,-0.19,160.57,0.15,-172.93,-0.17,-216985.66,-2.17
3226,Entry long,2025-06-14 23:36,Long,104758,1,104758,-199.81,-0.19,160.57,0.15,-172.93,-0.17,-216985.66,-2.17
3227,Exit short,2025-06-15 00:25,Close entry(s) order Short,104667.5,1,104349,-381.2,-0.37,3.2,0.00,-349.8,-0.34,-217366.86,-2.17
3227,Entry short,2025-06-15 00:12,Short,104349,1,104349,-381.2,-0.37,3.2,0.00,-349.8,-0.34,-217366.86,-2.17
3228,Exit long,2025-06-15 01:26,Close entry(s) order Long,104658.5,1,105009.5,-413.9,-0.39,0,0.00,-421.5,-0.40,-217780.77,-2.18
3228,Entry long,2025-06-15 00:39,Long,105009.5,1,105009.5,-413.9,-0.39,0,0.00,-421.5,-0.40,-217780.77,-2.18
3229,Exit short,2025-06-15 02:01,Close entry(s) order Short,104675.5,1,104289,-449.19,-0.43,0,0.00,-427.79,-0.41,-218229.95,-2.18
3229,Entry short,2025-06-15 01:41,Short,104289,1,104289,-449.19,-0.43,0,0.00,-427.79,-0.41,-218229.95,-2.18
3230,Exit long,2025-06-15 05:02,Close entry(s) order Long,105339,1,105000,275.9,0.26,417.5,0.40,-217.5,-0.21,-217954.05,-2.18
3230,Entry long,2025-06-15 02:50,Long,105000,1,105000,275.9,0.26,417.5,0.40,-217.5,-0.21,-217954.05,-2.18
3231,Exit long,2025-06-15 05:56,Close entry(s) order Long,105342.5,1,105457.5,-178.24,-0.17,0,0.00,-146.64,-0.14,-218132.3,-2.18
3231,Entry long,2025-06-15 05:50,Long,105457.5,1,105457.5,-178.24,-0.17,0,0.00,-146.64,-0.14,-218132.3,-2.18
3232,Exit short,2025-06-15 06:05,Close entry(s) order Short,105358.5,1,105315.5,-106.2,-0.10,0,0.00,-75.59,-0.07,-218238.5,-2.18
3232,Entry short,2025-06-15 06:04,Short,105315.5,1,105315.5,-106.2,-0.10,0,0.00,-75.59,-0.07,-218238.5,-2.18
3233,Exit long,2025-06-15 06:48,Close entry(s) order Long,105407.5,1,105559,-214.79,-0.20,51.83,0.05,-202.67,-0.19,-218453.28,-2.18
3233,Entry long,2025-06-15 06:22,Long,105559,1,105559,-214.79,-0.20,51.83,0.05,-202.67,-0.19,-218453.28,-2.18
3234,Exit long,2025-06-15 11:44,Close entry(s) order Long,105767.5,1,105543.5,160.61,0.15,535.34,0.51,-31.66,-0.03,-218292.67,-2.18
3234,Entry long,2025-06-15 10:59,Long,105543.5,1,105543.5,160.61,0.15,535.34,0.51,-31.66,-0.03,-218292.67,-2.18
3235,Exit short,2025-06-15 13:32,Close entry(s) order Short,105409.5,1,105377,-95.74,-0.09,194.89,0.18,-148.11,-0.14,-218388.4,-2.18
3235,Entry short,2025-06-15 12:05,Short,105377,1,105377,-95.74,-0.09,194.89,0.18,-148.11,-0.14,-218388.4,-2.18
3236,Exit short,2025-06-15 15:42,Close entry(s) order Short,105082.5,1,105071.5,-74.05,-0.07,216.98,0.21,-42.52,-0.04,-218462.45,-2.18
3236,Entry short,2025-06-15 14:32,Short,105071.5,1,105071.5,-74.05,-0.07,216.98,0.21,-42.52,-0.04,-218462.45,-2.18
3237,Exit short,2025-06-15 17:24,Close entry(s) order Short,105026,1,104896.5,-192.48,-0.18,0,0.00,-169.47,-0.16,-218654.94,-2.19
3237,Entry short,2025-06-15 17:12,Short,104896.5,1,104896.5,-192.48,-0.18,0,0.00,-169.47,-0.16,-218654.94,-2.19
3238,Exit long,2025-06-15 19:48,Close entry(s) order Long,105300,1,105202,34.85,0.03,399.94,0.38,-62.06,-0.06,-218620.1,-2.19
3238,Entry long,2025-06-15 18:21,Long,105202,1,105202,34.85,0.03,399.94,0.38,-62.06,-0.06,-218620.1,-2.19
3239,Exit long,2025-06-15 21:26,Close entry(s) order Long,105528,1,105654,-189.35,-0.18,125.8,0.12,-162.2,-0.15,-218809.44,-2.19
3239,Entry long,2025-06-15 20:18,Long,105654,1,105654,-189.35,-0.18,125.8,0.12,-162.2,-0.15,-218809.44,-2.19
3240,Exit short,2025-06-15 22:20,Close entry(s) order Short,105547,1,105398.5,-211.78,-0.20,61.38,0.06,-198.62,-0.19,-219021.22,-2.19
3240,Entry short,2025-06-15 21:48,Short,105398.5,1,105398.5,-211.78,-0.20,61.38,0.06,-198.62,-0.19,-219021.22,-2.19
3241,Exit long,2025-06-15 23:38,Close entry(s) order Long,105486.5,1,105683,-259.85,-0.25,37.8,0.04,-228.2,-0.22,-219281.08,-2.19
3241,Entry long,2025-06-15 23:12,Long,105683,1,105683,-259.85,-0.25,37.8,0.04,-228.2,-0.22,-219281.08,-2.19
3242,Exit short,2025-06-16 03:24,Close entry(s) order Short,104774,1,105405.5,568.45,0.54,955.38,0.91,-48.62,-0.05,-218712.62,-2.19
3242,Entry short,2025-06-16 01:07,Short,105405.5,1,105405.5,568.45,0.54,955.38,0.91,-48.62,-0.05,-218712.62,-2.19
3243,Exit long,2025-06-16 06:00,Close entry(s) order Long,105423.5,1,105140,220.33,0.21,572.46,0.54,-181.54,-0.17,-218492.3,-2.18
3243,Entry long,2025-06-16 03:55,Long,105140,1,105140,220.33,0.21,572.46,0.54,-181.54,-0.17,-218492.3,-2.18
3244,Exit short,2025-06-16 07:12,Close entry(s) order Short,105353.5,1,105176,-240.66,-0.23,214.45,0.20,-209.05,-0.20,-218732.95,-2.19
3244,Entry short,2025-06-16 06:38,Short,105176,1,105176,-240.66,-0.23,214.45,0.20,-209.05,-0.20,-218732.95,-2.19
3245,Exit long,2025-06-16 12:27,Close entry(s) order Long,106539.5,1,105777,698.81,0.66,979.27,0.93,-176.23,-0.17,-218034.16,-2.18
3245,Entry long,2025-06-16 07:23,Long,105777,1,105777,698.81,0.66,979.27,0.93,-176.23,-0.17,-218034.16,-2.18
3246,Exit long,2025-06-16 14:41,Close entry(s) order Long,107074.5,1,106741.5,268.86,0.25,479.98,0.45,-33.02,-0.03,-217765.3,-2.18
3246,Entry long,2025-06-16 12:58,Long,106741.5,1,106741.5,268.86,0.25,479.98,0.45,-33.02,-0.03,-217765.3,-2.18
3247,Exit short,2025-06-16 15:36,Close entry(s) order Short,107110,1,106875.5,-298.7,-0.28,0.94,0.00,-267.56,-0.25,-218064,-2.18
3247,Entry short,2025-06-16 15:25,Short,106875.5,1,106875.5,-298.7,-0.28,0.94,0.00,-267.56,-0.25,-218064,-2.18
3248,Exit short,2025-06-16 17:09,Close entry(s) order Short,106876.5,1,106802.5,-138.1,-0.13,220.46,0.21,-110.54,-0.10,-218202.1,-2.18
3248,Entry short,2025-06-16 16:18,Short,106802.5,1,106802.5,-138.1,-0.13,220.46,0.21,-110.54,-0.10,-218202.1,-2.18
3249,Exit short,2025-06-16 19:12,Close entry(s) order Short,106720,1,106480,-303.96,-0.29,0,0.00,-271.94,-0.26,-218506.06,-2.19
3249,Entry short,2025-06-16 19:07,Short,106480,1,106480,-303.96,-0.29,0,0.00,-271.94,-0.26,-218506.06,-2.19
3250,Exit long,2025-06-16 19:40,Close entry(s) order Long,106747.5,1,106872,-188.59,-0.18,292.44,0.27,-164.06,-0.15,-218694.64,-2.19
3250,Entry long,2025-06-16 19:26,Long,106872,1,106872,-188.59,-0.18,292.44,0.27,-164.06,-0.15,-218694.64,-2.19
3251,Exit long,2025-06-16 21:28,Close entry(s) order Long,107295,1,107319.5,-88.88,-0.08,404.8,0.38,-372.7,-0.35,-218783.53,-2.19
3251,Entry long,2025-06-16 19:52,Long,107319.5,1,107319.5,-88.88,-0.08,404.8,0.38,-372.7,-0.35,-218783.53,-2.19
3252,Exit long,2025-06-16 22:16,Close entry(s) order Long,107561.5,1,107811,-314.11,-0.29,30.66,0.03,-315.84,-0.29,-219097.64,-2.19
3252,Entry long,2025-06-16 22:12,Long,107811,1,107811,-314.11,-0.29,30.66,0.03,-315.84,-0.29,-219097.64,-2.19
3253,Exit long,2025-06-16 23:22,Close entry(s) order Long,107690.5,1,107949,-323.19,-0.30,7.62,0.01,-291.38,-0.27,-219420.83,-2.19
3253,Entry long,2025-06-16 23:02,Long,107949,1,107949,-323.19,-0.30,7.62,0.01,-291.38,-0.27,-219420.83,-2.19
3254,Exit long,2025-06-17 02:18,Close entry(s) order Long,108574.5,1,108023,486.52,0.45,809.59,0.75,-96.41,-0.09,-218934.31,-2.19
3254,Entry long,2025-06-16 23:55,Long,108023,1,108023,486.52,0.45,809.59,0.75,-96.41,-0.09,-218934.31,-2.19
3255,Exit short,2025-06-17 03:18,Close entry(s) order Short,108573,1,108367,-271.08,-0.25,0,0.00,-238.51,-0.22,-219205.39,-2.19
3255,Entry short,2025-06-17 03:07,Short,108367,1,108367,-271.08,-0.25,0,0.00,-238.51,-0.22,-219205.39,-2.19
3256,Exit long,2025-06-17 03:50,Close entry(s) order Long,108579,1,108807,-293.22,-0.27,0,0.00,-260.64,-0.24,-219498.61,-2.19
3256,Entry long,2025-06-17 03:39,Long,108807,1,108807,-293.22,-0.27,0,0.00,-260.64,-0.24,-219498.61,-2.19
3257,Exit short,2025-06-17 06:21,Close entry(s) order Short,107139.5,1,108170,965.91,0.89,2059.55,1.90,-70.45,-0.07,-218532.7,-2.19
3257,Entry short,2025-06-17 04:08,Short,108170,1,108170,965.91,0.89,2059.55,1.90,-70.45,-0.07,-218532.7,-2.19
3258,Exit short,2025-06-17 08:22,Close entry(s) order Short,107006,1,106712,-358.12,-0.34,154.49,0.14,-395.01,-0.37,-218890.81,-2.19
3258,Entry short,2025-06-17 07:57,Short,106712,1,106712,-358.12,-0.34,154.49,0.14,-395.01,-0.37,-218890.81,-2.19
3259,Exit long,2025-06-17 10:03,Close entry(s) order Long,107390,1,107378,-52.43,-0.05,328.29,0.31,-82.71,-0.08,-218943.25,-2.19
3259,Entry long,2025-06-17 08:26,Long,107378,1,107378,-52.43,-0.05,328.29,0.31,-82.71,-0.08,-218943.25,-2.19
3260,Exit short,2025-06-17 13:34,Close entry(s) order Short,106721.5,1,107317.5,531.79,0.50,861.8,0.80,-117.2,-0.11,-218411.45,-2.18
3260,Entry short,2025-06-17 10:09,Short,107317.5,1,107317.5,531.79,0.50,861.8,0.80,-117.2,-0.11,-218411.45,-2.18
3261,Exit short,2025-06-17 17:43,Close entry(s) order Short,105773,1,106370,533.36,0.50,866.59,0.81,-132.41,-0.12,-217878.1,-2.18
3261,Entry short,2025-06-17 14:39,Short,106370,1,106370,533.36,0.50,866.59,0.81,-132.41,-0.12,-217878.1,-2.18
3262,Exit short,2025-06-17 19:01,Close entry(s) order Short,105650,1,105452.5,-260.83,-0.25,50.86,0.05,-229.14,-0.22,-218138.94,-2.18
3262,Entry short,2025-06-17 18:25,Short,105452.5,1,105452.5,-260.83,-0.25,50.86,0.05,-229.14,-0.22,-218138.94,-2.18
3263,Exit short,2025-06-17 19:39,Close entry(s) order Short,105402.5,1,105268.5,-197.2,-0.19,283.42,0.27,-254.58,-0.24,-218336.14,-2.18
3263,Entry short,2025-06-17 19:15,Short,105268.5,1,105268.5,-197.2,-0.19,283.42,0.27,-254.58,-0.24,-218336.14,-2.18
3264,Exit short,2025-06-17 23:01,Close entry(s) order Short,103940,1,104931,928.34,0.88,1578.02,1.50,-344.98,-0.33,-217407.8,-2.17
3264,Entry short,2025-06-17 20:12,Short,104931,1,104931,928.34,0.88,1578.02,1.50,-344.98,-0.33,-217407.8,-2.17
3265,Exit long,2025-06-18 01:44,Close entry(s) order Long,104544,1,104216.5,264.87,0.25,1049.24,1.01,-42.76,-0.04,-217142.92,-2.17
3265,Entry long,2025-06-18 00:26,Long,104216.5,1,104216.5,264.87,0.25,1049.24,1.01,-42.76,-0.04,-217142.92,-2.17
3266,Exit short,2025-06-18 04:48,Close entry(s) order Short,104498.5,1,104244,-317.12,-0.30,58.23,0.06,-285.77,-0.27,-217460.05,-2.17
3266,Entry short,2025-06-18 04:28,Short,104244,1,104244,-317.12,-0.30,58.23,0.06,-285.77,-0.27,-217460.05,-2.17
3267,Exit long,2025-06-18 05:57,Close entry(s) order Long,104406,1,104700,-356.73,-0.34,0,0.00,-325.41,-0.31,-217816.78,-2.18
3267,Entry long,2025-06-18 05:17,Long,104700,1,104700,-356.73,-0.34,0,0.00,-325.41,-0.31,-217816.78,-2.18
3268,Exit long,2025-06-18 07:04,Close entry(s) order Long,104720,1,104714,-56.83,-0.05,400.59,0.38,-211.41,-0.20,-217873.61,-2.18
3268,Entry long,2025-06-18 06:08,Long,104714,1,104714,-56.83,-0.05,400.59,0.38,-211.41,-0.20,-217873.61,-2.18
3269,Exit long,2025-06-18 11:35,Close entry(s) order Long,105310.5,1,105083,164.38,0.16,396.98,0.38,-171.52,-0.16,-217709.22,-2.18
3269,Entry long,2025-06-18 08:51,Long,105083,1,105083,164.38,0.16,396.98,0.38,-171.52,-0.16,-217709.22,-2.18
3270,Exit short,2025-06-18 13:33,Close entry(s) order Short,105081.5,1,105227.5,82.91,0.08,526.93,0.50,-83.07,-0.08,-217626.31,-2.18
3270,Entry short,2025-06-18 11:59,Short,105227.5,1,105227.5,82.91,0.08,526.93,0.50,-83.07,-0.08,-217626.31,-2.18
3271,Exit long,2025-06-18 14:05,Close entry(s) order Long,104959.5,1,105264.5,-368.07,-0.35,0,0.00,-336.58,-0.32,-217994.39,-2.18
3271,Entry long,2025-06-18 13:42,Long,105264.5,1,105264.5,-368.07,-0.35,0,0.00,-336.58,-0.32,-217994.39,-2.18
3272,Exit short,2025-06-18 17:14,Close entry(s) order Short,104575.5,1,104668.5,30.23,0.03,493.1,0.47,-134.4,-0.13,-217964.16,-2.18
3272,Entry short,2025-06-18 15:08,Short,104668.5,1,104668.5,30.23,0.03,493.1,0.47,-134.4,-0.13,-217964.16,-2.18
3273,Exit long,2025-06-18 18:09,Close entry(s) order Long,104482,1,104815.5,-396.29,-0.38,26.56,0.03,-366.94,-0.35,-218360.45,-2.18
3273,Entry long,2025-06-18 17:24,Long,104815.5,1,104815.5,-396.29,-0.38,26.56,0.03,-366.94,-0.35,-218360.45,-2.18
3274,Exit short,2025-06-18 19:26,Close entry(s) order Short,104326.5,1,104299.5,-89.59,-0.09,508.21,0.49,-83.79,-0.08,-218450.03,-2.18
3274,Entry short,2025-06-18 18:35,Short,104299.5,1,104299.5,-89.59,-0.09,508.21,0.49,-83.79,-0.08,-218450.03,-2.18
3275,Exit long,2025-06-18 20:24,Close entry(s) order Long,104531.5,1,104872.5,-403.82,-0.38,407.04,0.39,-388.46,-0.37,-218853.86,-2.19
3275,Entry long,2025-06-18 19:38,Long,104872.5,1,104872.5,-403.82,-0.38,407.04,0.39,-388.46,-0.37,-218853.86,-2.19
