Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
3090,Entry short,2025-06-05 00:27,Short,104906.5,1,104906.5,-156.47,-0.15,41.03,0.04,-179.47,-0.17,-206060.33,-2.06
3091,Exit short,2025-06-05 02:14,Close entry(s) order Short,104726.5,1,104802,12.64,0.01,412.56,0.39,-53.94,-0.05,-206047.69,-2.06
3091,Entry short,2025-06-05 01:34,Short,104802,1,104802,12.64,0.01,412.56,0.39,-53.94,-0.05,-206047.69,-2.06
3092,Exit short,2025-06-05 05:34,Close entry(s) order Short,104747.5,1,104646.5,-163.82,-0.16,37.11,0.04,-133.89,-0.13,-206211.52,-2.06
3092,Entry short,2025-06-05 04:50,Short,104646.5,1,104646.5,-163.82,-0.16,37.11,0.04,-133.89,-0.13,-206211.52,-2.06
3093,Exit long,2025-06-05 07:06,Close entry(s) order Long,104851.5,1,104847.5,-58.91,-0.06,248.55,0.24,-90.95,-0.09,-206270.42,-2.06
3093,Entry long,2025-06-05 06:01,Long,104847.5,1,104847.5,-58.91,-0.06,248.55,0.24,-90.95,-0.09,-206270.42,-2.06
3094,Exit long,2025-06-05 08:34,Close entry(s) order Long,104917,1,105204.5,-350.54,-0.33,0,0.00,-319.06,-0.30,-206620.95,-2.07
3094,Entry long,2025-06-05 08:09,Long,105204.5,1,105204.5,-350.54,-0.33,0,0.00,-319.06,-0.30,-206620.95,-2.07
3095,Exit long,2025-06-05 10:44,Close entry(s) order Long,105026,1,105170.5,-207.56,-0.20,0,0.00,-185.55,-0.18,-206828.52,-2.07
3095,Entry long,2025-06-05 10:16,Long,105170.5,1,105170.5,-207.56,-0.20,0,0.00,-185.55,-0.18,-206828.52,-2.07
3096,Exit short,2025-06-05 12:46,Close entry(s) order Short,104574,1,104891,254.16,0.24,528.53,0.50,-38.97,-0.04,-206574.36,-2.07
3096,Entry short,2025-06-05 10:58,Short,104891,1,104891,254.16,0.24,528.53,0.50,-38.97,-0.04,-206574.36,-2.07
3097,Exit long,2025-06-05 15:53,Close entry(s) order Long,104717.5,1,104626,28.7,0.03,233.11,0.22,-64.39,-0.06,-206545.66,-2.07
3097,Entry long,2025-06-05 14:20,Long,104626,1,104626,28.7,0.03,233.11,0.22,-64.39,-0.06,-206545.66,-2.07
3098,Exit short,2025-06-05 16:54,Close entry(s) order Short,104750,1,104560,-252.79,-0.24,56.13,0.05,-227.37,-0.22,-206798.45,-2.07
3098,Entry short,2025-06-05 16:09,Short,104560,1,104560,-252.79,-0.24,56.13,0.05,-227.37,-0.22,-206798.45,-2.07
3099,Exit long,2025-06-05 19:16,Close entry(s) order Long,105110,1,104830,217.02,0.21,1027.05,0.98,-94.45,-0.09,-206581.44,-2.07
3099,Entry long,2025-06-05 17:35,Long,104830,1,104830,217.02,0.21,1027.05,0.98,-94.45,-0.09,-206581.44,-2.07
3100,Exit short,2025-06-05 20:55,Close entry(s) order Short,104686.5,1,104857,107.64,0.10,988.54,0.94,-86.96,-0.08,-206473.8,-2.06
3100,Entry short,2025-06-05 19:21,Short,104857,1,104857,107.64,0.10,988.54,0.94,-86.96,-0.08,-206473.8,-2.06
3101,Exit short,2025-06-06 00:00,Close entry(s) order Short,103237.5,1,104068,768.31,0.74,1512.28,1.45,-114.22,-0.11,-205705.48,-2.06
3101,Entry short,2025-06-05 21:49,Short,104068,1,104068,768.31,0.74,1512.28,1.45,-114.22,-0.11,-205705.48,-2.06
3102,Exit short,2025-06-06 01:09,Close entry(s) order Short,102413,1,102436.5,-37.95,-0.04,898.27,0.88,-67.73,-0.07,-205743.44,-2.06
3102,Entry short,2025-06-06 00:46,Short,102436.5,1,102436.5,-37.95,-0.04,898.27,0.88,-67.73,-0.07,-205743.44,-2.06
3103,Exit short,2025-06-06 03:03,Close entry(s) order Short,101257,1,101464,146.18,0.14,1111.06,1.09,-192.94,-0.19,-205597.27,-2.06
3103,Entry short,2025-06-06 01:43,Short,101464,1,101464,146.18,0.14,1111.06,1.09,-192.94,-0.19,-205597.27,-2.06
3104,Exit long,2025-06-06 05:29,Close entry(s) order Long,101457.5,1,101650.5,-253.93,-0.25,106,0.10,-269.5,-0.27,-205851.19,-2.06
3104,Entry long,2025-06-06 04:20,Long,101650.5,1,101650.5,-253.93,-0.25,106,0.10,-269.5,-0.27,-205851.19,-2.06
3105,Exit short,2025-06-06 06:00,Close entry(s) order Short,101439.5,1,101325,-175.33,-0.17,254.6,0.25,-148.4,-0.15,-206026.52,-2.06
3105,Entry short,2025-06-06 05:43,Short,101325,1,101325,-175.33,-0.17,254.6,0.25,-148.4,-0.15,-206026.52,-2.06
3106,Exit long,2025-06-06 07:42,Close entry(s) order Long,101695,1,101844,-210.06,-0.21,34.95,0.03,-238.05,-0.23,-206236.58,-2.06
3106,Entry long,2025-06-06 06:23,Long,101844,1,101844,-210.06,-0.21,34.95,0.03,-238.05,-0.23,-206236.58,-2.06
3107,Exit short,2025-06-06 08:10,Close entry(s) order Short,101808,1,101542.5,-326.51,-0.32,21.04,0.02,-320.96,-0.32,-206563.1,-2.07
3107,Entry short,2025-06-06 07:47,Short,101542.5,1,101542.5,-326.51,-0.32,21.04,0.02,-320.96,-0.32,-206563.1,-2.07
3108,Exit long,2025-06-06 11:53,Close entry(s) order Long,102896,1,101951.5,883.05,0.87,1207.91,1.18,-53.59,-0.05,-205680.05,-2.06
3108,Entry long,2025-06-06 08:24,Long,101951.5,1,101951.5,883.05,0.87,1207.91,1.18,-53.59,-0.05,-205680.05,-2.06
3109,Exit long,2025-06-06 13:04,Close entry(s) order Long,103109.5,1,103225.5,-177.9,-0.17,179.03,0.17,-153.97,-0.15,-205857.94,-2.06
3109,Entry long,2025-06-06 12:55,Long,103225.5,1,103225.5,-177.9,-0.17,179.03,0.17,-153.97,-0.15,-205857.94,-2.06
3110,Exit long,2025-06-06 16:02,Close entry(s) order Long,103578.5,1,103449.5,66.89,0.06,277.47,0.27,-166.53,-0.16,-205791.05,-2.06
3110,Entry long,2025-06-06 13:50,Long,103449.5,1,103449.5,66.89,0.06,277.47,0.27,-166.53,-0.16,-205791.05,-2.06
3111,Exit long,2025-06-06 17:05,Close entry(s) order Long,103656.5,1,103781.5,-187.23,-0.18,75.87,0.07,-181.13,-0.17,-205978.28,-2.06
3111,Entry long,2025-06-06 16:47,Long,103781.5,1,103781.5,-187.23,-0.18,75.87,0.07,-181.13,-0.17,-205978.28,-2.06
3112,Exit long,2025-06-06 17:56,Close entry(s) order Long,103780.5,1,103928,-209.81,-0.20,28.82,0.03,-196.68,-0.19,-206188.1,-2.06
3112,Entry long,2025-06-06 17:22,Long,103928,1,103928,-209.81,-0.20,28.82,0.03,-196.68,-0.19,-206188.1,-2.06
3113,Exit long,2025-06-06 18:08,Close entry(s) order Long,103916,1,104145,-291.42,-0.28,41.26,0.04,-263.24,-0.25,-206479.52,-2.06
3113,Entry long,2025-06-06 18:01,Long,104145,1,104145,-291.42,-0.28,41.26,0.04,-263.24,-0.25,-206479.52,-2.06
3114,Exit short,2025-06-06 18:18,Close entry(s) order Short,103903,1,103585,-380.25,-0.37,0,0.00,-358.58,-0.35,-206859.77,-2.07
3114,Entry short,2025-06-06 18:14,Short,103585,1,103585,-380.25,-0.37,0,0.00,-358.58,-0.35,-206859.77,-2.07
3115,Exit long,2025-06-06 21:12,Close entry(s) order Long,104603.5,1,104305,235.83,0.23,957.71,0.92,-376.79,-0.36,-206623.94,-2.07
3115,Entry long,2025-06-06 19:11,Long,104305,1,104305,235.83,0.23,957.71,0.92,-376.79,-0.36,-206623.94,-2.07
3116,Exit short,2025-06-06 23:28,Close entry(s) order Short,104835.5,1,104510.5,-387.8,-0.37,79.15,0.08,-357.35,-0.34,-207011.73,-2.07
3116,Entry short,2025-06-06 22:39,Short,104510.5,1,104510.5,-387.8,-0.37,79.15,0.08,-357.35,-0.34,-207011.73,-2.07
3117,Exit short,2025-06-07 01:47,Close entry(s) order Short,104372.5,1,104398,-37.13,-0.04,347.68,0.33,-203.32,-0.19,-207048.88,-2.07
3117,Entry short,2025-06-07 00:41,Short,104398,1,104398,-37.13,-0.04,347.68,0.33,-203.32,-0.19,-207048.88,-2.07
3118,Exit short,2025-06-07 04:18,Close entry(s) order Short,104323.5,1,104233,-153.07,-0.15,17.23,0.02,-126.77,-0.12,-207201.94,-2.07
3118,Entry short,2025-06-07 03:37,Short,104233,1,104233,-153.07,-0.15,17.23,0.02,-126.77,-0.12,-207201.94,-2.07
3119,Exit short,2025-06-07 04:59,Close entry(s) order Short,104322.5,1,104159.5,-225.54,-0.22,0,0.00,-194.25,-0.19,-207427.48,-2.07
3119,Entry short,2025-06-07 04:40,Short,104159.5,1,104159.5,-225.54,-0.22,0,0.00,-194.25,-0.19,-207427.48,-2.07
3120,Exit short,2025-06-07 05:59,Close entry(s) order Short,104151,1,104135.5,-77.99,-0.07,277.76,0.27,-75.24,-0.07,-207505.47,-2.08
3120,Entry short,2025-06-07 05:43,Short,104135.5,1,104135.5,-77.99,-0.07,277.76,0.27,-75.24,-0.07,-207505.47,-2.08
3121,Exit long,2025-06-07 07:38,Close entry(s) order Long,104320,1,104395,-137.61,-0.13,109.68,0.11,-132.82,-0.13,-207643.08,-2.08
3121,Entry long,2025-06-07 06:26,Long,104395,1,104395,-137.61,-0.13,109.68,0.11,-132.82,-0.13,-207643.08,-2.08
3122,Exit long,2025-06-07 10:00,Close entry(s) order Long,104648,1,104560,25.24,0.02,274.63,0.26,-151.37,-0.14,-207617.84,-2.08
3122,Entry long,2025-06-07 08:25,Long,104560,1,104560,25.24,0.02,274.63,0.26,-151.37,-0.14,-207617.84,-2.08
3123,Exit long,2025-06-07 11:34,Close entry(s) order Long,104779,1,104846,-129.89,-0.12,87.55,0.08,-106.45,-0.10,-207747.73,-2.08
3123,Entry long,2025-06-07 11:13,Long,104846,1,104846,-129.89,-0.12,87.55,0.08,-106.45,-0.10,-207747.73,-2.08
3124,Exit long,2025-06-07 12:38,Close entry(s) order Long,104989,1,104979,-52.99,-0.05,289.51,0.28,-32.49,-0.03,-207800.72,-2.08
3124,Entry long,2025-06-07 12:18,Long,104979,1,104979,-52.99,-0.05,289.51,0.28,-32.49,-0.03,-207800.72,-2.08
3125,Exit short,2025-06-07 14:36,Close entry(s) order Short,104832,1,104783,-111.88,-0.11,101.07,0.10,-177.93,-0.17,-207912.61,-2.08
3125,Entry short,2025-06-07 13:47,Short,104783,1,104783,-111.88,-0.11,101.07,0.10,-177.93,-0.17,-207912.61,-2.08
3126,Exit long,2025-06-07 16:21,Close entry(s) order Long,104921.5,1,104909.5,-50.95,-0.05,203.03,0.19,-53.97,-0.05,-207963.56,-2.08
3126,Entry long,2025-06-07 15:45,Long,104909.5,1,104909.5,-50.95,-0.05,203.03,0.19,-53.97,-0.05,-207963.56,-2.08
3127,Exit long,2025-06-07 17:24,Close entry(s) order Long,105045,1,105148,-166.06,-0.16,53.46,0.05,-134.54,-0.13,-208129.61,-2.08
3127,Entry long,2025-06-07 16:24,Long,105148,1,105148,-166.06,-0.16,53.46,0.05,-134.54,-0.13,-208129.61,-2.08
3128,Exit long,2025-06-07 18:31,Close entry(s) order Long,105329,1,105251.5,14.33,0.01,399.42,0.38,-83.08,-0.08,-208115.28,-2.08
3128,Entry long,2025-06-07 17:57,Long,105251.5,1,105251.5,14.33,0.01,399.42,0.38,-83.08,-0.08,-208115.28,-2.08
3129,Exit long,2025-06-07 19:38,Close entry(s) order Long,105475.5,1,105758.5,-346.37,-0.33,0,0.00,-342.23,-0.32,-208461.66,-2.08
3129,Entry long,2025-06-07 19:24,Long,105758.5,1,105758.5,-346.37,-0.33,0,0.00,-342.23,-0.32,-208461.66,-2.08
3130,Exit short,2025-06-07 21:10,Close entry(s) order Short,105477.5,1,105310.5,-230.24,-0.22,3.41,0.00,-271.09,-0.26,-208691.89,-2.09
3130,Entry short,2025-06-07 20:44,Short,105310.5,1,105310.5,-230.24,-0.22,3.41,0.00,-271.09,-0.26,-208691.89,-2.09
3131,Exit short,2025-06-07 22:40,Close entry(s) order Short,105439.5,1,105250,-252.71,-0.24,0,0.00,-226.57,-0.22,-208944.6,-2.09
3131,Entry short,2025-06-07 22:23,Short,105250,1,105250,-252.71,-0.24,0,0.00,-226.57,-0.22,-208944.6,-2.09
3132,Exit long,2025-06-08 00:12,Close entry(s) order Long,105595,1,105711.5,-179.89,-0.17,114.79,0.11,-172.21,-0.16,-209124.5,-2.09
3132,Entry long,2025-06-07 23:35,Long,105711.5,1,105711.5,-179.89,-0.17,114.79,0.11,-172.21,-0.16,-209124.5,-2.09
3133,Exit long,2025-06-08 03:09,Close entry(s) order Long,105790,1,105858.5,-131.99,-0.12,0,0.00,-146.26,-0.14,-209256.48,-2.09
3133,Entry long,2025-06-08 01:49,Long,105858.5,1,105858.5,-131.99,-0.12,0,0.00,-146.26,-0.14,-209256.48,-2.09
3134,Exit short,2025-06-08 03:50,Close entry(s) order Short,105741,1,105721,-83.44,-0.08,73.78,0.07,-83.72,-0.08,-209339.92,-2.09
3134,Entry short,2025-06-08 03:17,Short,105721,1,105721,-83.44,-0.08,73.78,0.07,-83.72,-0.08,-209339.92,-2.09
3135,Exit long,2025-06-08 04:32,Close entry(s) order Long,105732,1,105849,-180.47,-0.17,0,0.00,-148.75,-0.14,-209520.4,-2.10
3135,Entry long,2025-06-08 04:03,Long,105849,1,105849,-180.47,-0.17,0,0.00,-148.75,-0.14,-209520.4,-2.10
3136,Exit short,2025-06-08 06:41,Close entry(s) order Short,105532.5,1,105486,-109.81,-0.10,95.85,0.09,-181.15,-0.17,-209630.2,-2.10
3136,Entry short,2025-06-08 05:33,Short,105486,1,105486,-109.81,-0.10,95.85,0.09,-181.15,-0.17,-209630.2,-2.10
3137,Exit long,2025-06-08 07:33,Close entry(s) order Long,105495,1,105636,-204.34,-0.19,82.81,0.08,-173.69,-0.16,-209834.55,-2.10
3137,Entry long,2025-06-08 07:17,Long,105636,1,105636,-204.34,-0.19,82.81,0.08,-173.69,-0.16,-209834.55,-2.10
3138,Exit short,2025-06-08 09:23,Close entry(s) order Short,105464,1,105405,-122.26,-0.12,12.88,0.01,-91.62,-0.09,-209956.81,-2.10
3138,Entry short,2025-06-08 08:29,Short,105405,1,105405,-122.26,-0.12,12.88,0.01,-91.62,-0.09,-209956.81,-2.10
3139,Exit long,2025-06-08 10:45,Close entry(s) order Long,105494.5,1,105548,-116.81,-0.11,32.34,0.03,-85.16,-0.08,-210073.62,-2.10
3139,Entry long,2025-06-08 10:03,Long,105548,1,105548,-116.81,-0.11,32.34,0.03,-85.16,-0.08,-210073.62,-2.10
3140,Exit short,2025-06-08 11:44,Close entry(s) order Short,105505,1,105417.5,-150.78,-0.14,17.37,0.02,-119.13,-0.11,-210224.39,-2.10
3140,Entry short,2025-06-08 11:27,Short,105417.5,1,105417.5,-150.78,-0.14,17.37,0.02,-119.13,-0.11,-210224.39,-2.10
3141,Exit short,2025-06-08 16:06,Close entry(s) order Short,105172,1,105370,134.84,0.13,398.39,0.38,-126.61,-0.12,-210089.56,-2.10
3141,Entry short,2025-06-08 13:28,Short,105370,1,105370,134.84,0.13,398.39,0.38,-126.61,-0.12,-210089.56,-2.10
3142,Exit long,2025-06-08 17:57,Close entry(s) order Long,105516,1,105395,57.73,0.05,308.88,0.29,-124.12,-0.12,-210031.83,-2.10
3142,Entry long,2025-06-08 16:15,Long,105395,1,105395,57.73,0.05,308.88,0.29,-124.12,-0.12,-210031.83,-2.10
3143,Exit long,2025-06-08 19:22,Close entry(s) order Long,105731.5,1,105787.5,-119.46,-0.11,267.76,0.25,-87.74,-0.08,-210151.28,-2.10
3143,Entry long,2025-06-08 19:04,Long,105787.5,1,105787.5,-119.46,-0.11,267.76,0.25,-87.74,-0.08,-210151.28,-2.10
3144,Exit long,2025-06-08 23:20,Close entry(s) order Long,106143.5,1,106094,-14.17,-0.01,187.17,0.18,-140.83,-0.13,-210165.45,-2.10
3144,Entry long,2025-06-08 21:41,Long,106094,1,106094,-14.17,-0.01,187.17,0.18,-140.83,-0.13,-210165.45,-2.10
3145,Exit short,2025-06-08 23:43,Close entry(s) order Short,106176.5,1,105980,-260.15,-0.25,0,0.00,-237.79,-0.22,-210425.61,-2.10
3145,Entry short,2025-06-08 23:33,Short,105980,1,105980,-260.15,-0.25,0,0.00,-237.79,-0.22,-210425.61,-2.10
3146,Exit short,2025-06-09 02:45,Close entry(s) order Short,106210,1,106106,-167.69,-0.16,0,0.00,-136.83,-0.13,-210593.3,-2.11
3146,Entry short,2025-06-09 02:27,Short,106106,1,106106,-167.69,-0.16,0,0.00,-136.83,-0.13,-210593.3,-2.11
3147,Exit long,2025-06-09 03:28,Close entry(s) order Long,106275.5,1,106286.5,-74.77,-0.07,175.61,0.17,-43.89,-0.04,-210668.06,-2.11
3147,Entry long,2025-06-09 03:21,Long,106286.5,1,106286.5,-74.77,-0.07,175.61,0.17,-43.89,-0.04,-210668.06,-2.11
3148,Exit short,2025-06-09 05:48,Close entry(s) order Short,105700,1,106031,267.48,0.25,477.69,0.45,-97.31,-0.09,-210400.6,-2.10
3148,Entry short,2025-06-09 03:35,Short,106031,1,106031,267.48,0.25,477.69,0.45,-97.31,-0.09,-210400.6,-2.10
3149,Exit long,2025-06-09 06:10,Close entry(s) order Long,105663.5,1,105873,-272.96,-0.26,35.74,0.03,-245.26,-0.23,-210673.55,-2.11
3149,Entry long,2025-06-09 06:03,Long,105873,1,105873,-272.96,-0.26,35.74,0.03,-245.26,-0.23,-210673.55,-2.11
3150,Exit short,2025-06-09 07:45,Close entry(s) order Short,105679.5,1,105492.5,-250.35,-0.24,66.85,0.06,-227.65,-0.22,-210923.9,-2.11
3150,Entry short,2025-06-09 07:22,Short,105492.5,1,105492.5,-250.35,-0.24,66.85,0.06,-227.65,-0.22,-210923.9,-2.11
3151,Exit short,2025-06-09 09:03,Close entry(s) order Short,105512.5,1,105355.5,-220.26,-0.21,48.89,0.05,-188.61,-0.18,-211144.16,-2.11
3151,Entry short,2025-06-09 08:51,Short,105355.5,1,105355.5,-220.26,-0.21,48.89,0.05,-188.61,-0.18,-211144.16,-2.11
3152,Exit long,2025-06-09 10:18,Close entry(s) order Long,105472,1,105689,-280.35,-0.27,0,0.00,-248.71,-0.24,-211424.52,-2.11
3152,Entry long,2025-06-09 09:38,Long,105689,1,105689,-280.35,-0.27,0,0.00,-248.71,-0.24,-211424.52,-2.11
3153,Exit short,2025-06-09 11:48,Close entry(s) order Short,105473.5,1,105348.5,-188.25,-0.18,41.4,0.04,-176.6,-0.17,-211612.75,-2.12
3153,Entry short,2025-06-09 10:36,Short,105348.5,1,105348.5,-188.25,-0.18,41.4,0.04,-176.6,-0.17,-211612.75,-2.12
3154,Exit long,2025-06-09 12:53,Close entry(s) order Long,105460,1,105495,-98.29,-0.09,138.85,0.13,-69.15,-0.07,-211711.05,-2.12
3154,Entry long,2025-06-09 12:00,Long,105495,1,105495,-98.29,-0.09,138.85,0.13,-69.15,-0.07,-211711.05,-2.12
3155,Exit long,2025-06-09 18:44,Close entry(s) order Long,107594.5,1,105690,1840.51,1.74,2200.79,2.08,-73.21,-0.07,-209870.53,-2.10
3155,Entry long,2025-06-09 14:08,Long,105690,1,105690,1840.51,1.74,2200.79,2.08,-73.21,-0.07,-209870.53,-2.10
3156,Exit short,2025-06-09 19:44,Close entry(s) order Short,107431,1,107465.5,-29.97,-0.03,615.26,0.57,-264.24,-0.25,-209900.5,-2.10
3156,Entry short,2025-06-09 19:00,Short,107465.5,1,107465.5,-29.97,-0.03,615.26,0.57,-264.24,-0.25,-209900.5,-2.10
3157,Exit long,2025-06-09 21:28,Close entry(s) order Long,107653,1,107905.5,-317.17,-0.29,52.63,0.05,-477.87,-0.44,-210217.66,-2.10
3157,Entry long,2025-06-09 20:19,Long,107905.5,1,107905.5,-317.17,-0.29,52.63,0.05,-477.87,-0.44,-210217.66,-2.10
3158,Exit long,2025-06-10 00:25,Close entry(s) order Long,108296,1,108229.5,1.54,0.00,246.03,0.23,-151.47,-0.14,-210216.12,-2.10
3158,Entry long,2025-06-09 22:45,Long,108229.5,1,108229.5,1.54,0.00,246.03,0.23,-151.47,-0.14,-210216.12,-2.10
3159,Exit long,2025-06-10 04:36,Close entry(s) order Long,110022.5,1,108734.5,1222.37,1.12,1888.88,1.74,-48.62,-0.04,-208993.75,-2.09
3159,Entry long,2025-06-10 02:32,Long,108734.5,1,108734.5,1222.37,1.12,1888.88,1.74,-48.62,-0.04,-208993.75,-2.09
3160,Exit short,2025-06-10 08:16,Close entry(s) order Short,109642.5,1,109849,140.65,0.13,465.55,0.42,-111.95,-0.10,-208853.1,-2.09
3160,Entry short,2025-06-10 06:31,Short,109849,1,109849,140.65,0.13,465.55,0.42,-111.95,-0.10,-208853.1,-2.09
3161,Exit long,2025-06-10 10:53,Close entry(s) order Long,109471,1,109637,-231.73,-0.21,31.11,0.03,-205.39,-0.19,-209084.83,-2.09
3161,Entry long,2025-06-10 10:47,Long,109637,1,109637,-231.73,-0.21,31.11,0.03,-205.39,-0.19,-209084.83,-2.09
3162,Exit short,2025-06-10 12:01,Close entry(s) order Short,109413,1,109285,-193.61,-0.18,142.21,0.13,-188.79,-0.17,-209278.44,-2.09
3162,Entry short,2025-06-10 11:02,Short,109285,1,109285,-193.61,-0.18,142.21,0.13,-188.79,-0.17,-209278.44,-2.09
3163,Exit short,2025-06-10 13:40,Close entry(s) order Short,109358.5,1,109074,-350.03,-0.32,0,0.00,-317.22,-0.29,-209628.47,-2.10
3163,Entry short,2025-06-10 13:16,Short,109074,1,109074,-350.03,-0.32,0,0.00,-317.22,-0.29,-209628.47,-2.10
3164,Exit long,2025-06-10 16:10,Close entry(s) order Long,109266,1,109433.5,-233.11,-0.21,85.67,0.08,-200.33,-0.18,-209861.58,-2.10
3164,Entry long,2025-06-10 15:04,Long,109433.5,1,109433.5,-233.11,-0.21,85.67,0.08,-200.33,-0.18,-209861.58,-2.10
3165,Exit short,2025-06-10 16:41,Close entry(s) order Short,109380,1,109198,-247.57,-0.23,0,0.00,-214.76,-0.20,-210109.16,-2.10
3165,Entry short,2025-06-10 16:39,Short,109198,1,109198,-247.57,-0.23,0,0.00,-214.76,-0.20,-210109.16,-2.10
3166,Exit long,2025-06-10 17:27,Close entry(s) order Long,109460,1,109613.5,-219.22,-0.20,164.62,0.15,-192.38,-0.18,-210328.38,-2.10
3166,Entry long,2025-06-10 16:47,Long,109613.5,1,109613.5,-219.22,-0.20,164.62,0.15,-192.38,-0.18,-210328.38,-2.10
3167,Exit long,2025-06-10 19:02,Close entry(s) order Long,109529.5,1,109853,-389.31,-0.35,0,0.00,-359.46,-0.33,-210717.69,-2.11
3167,Entry long,2025-06-10 18:50,Long,109853,1,109853,-389.31,-0.35,0,0.00,-359.46,-0.33,-210717.69,-2.11
3168,Exit short,2025-06-10 20:44,Close entry(s) order Short,108993.5,1,109310.5,251.51,0.23,839.71,0.77,-153.79,-0.14,-210466.17,-2.10
3168,Entry short,2025-06-10 19:06,Short,109310.5,1,109310.5,251.51,0.23,839.71,0.77,-153.79,-0.14,-210466.17,-2.10
3169,Exit short,2025-06-10 21:22,Close entry(s) order Short,108776.5,1,108341.5,-500.14,-0.46,0,0.00,-487.5,-0.45,-210966.31,-2.11
3169,Entry short,2025-06-10 21:04,Short,108341.5,1,108341.5,-500.14,-0.46,0,0.00,-487.5,-0.45,-210966.31,-2.11
3170,Exit short,2025-06-10 23:38,Close entry(s) order Short,108782,1,108570.5,-276.71,-0.25,57.43,0.05,-250.07,-0.23,-211243.02,-2.11
3170,Entry short,2025-06-10 23:32,Short,108570.5,1,108570.5,-276.71,-0.25,57.43,0.05,-250.07,-0.23,-211243.02,-2.11
3171,Exit long,2025-06-11 01:24,Close entry(s) order Long,109352,1,109041,245.48,0.23,1305.29,1.20,-54.21,-0.05,-210997.53,-2.11
3171,Entry long,2025-06-11 00:15,Long,109041,1,109041,245.48,0.23,1305.29,1.20,-54.21,-0.05,-210997.53,-2.11
3172,Exit long,2025-06-11 04:13,Close entry(s) order Long,109744.5,1,110007.5,-328.93,-0.30,102.5,0.09,-301.5,-0.27,-211326.47,-2.11
3172,Entry long,2025-06-11 03:36,Long,110007.5,1,110007.5,-328.93,-0.30,102.5,0.09,-301.5,-0.27,-211326.47,-2.11
3173,Exit short,2025-06-11 05:01,Close entry(s) order Short,109857.5,1,109568,-355.33,-0.32,0,0.00,-322.37,-0.29,-211681.8,-2.12
3173,Entry short,2025-06-11 04:39,Short,109568,1,109568,-355.33,-0.32,0,0.00,-322.37,-0.29,-211681.8,-2.12
3174,Exit long,2025-06-11 05:51,Close entry(s) order Long,109867.5,1,110160.5,-359.01,-0.33,80.95,0.07,-326.05,-0.30,-212040.8,-2.12
3174,Entry long,2025-06-11 05:20,Long,110160.5,1,110160.5,-359.01,-0.33,80.95,0.07,-326.05,-0.30,-212040.8,-2.12
3175,Exit short,2025-06-11 07:39,Close entry(s) order Short,109800,1,109682,-183.84,-0.17,117.6,0.11,-153.4,-0.14,-212224.64,-2.12
3175,Entry short,2025-06-11 06:39,Short,109682,1,109682,-183.84,-0.17,117.6,0.11,-153.4,-0.14,-212224.64,-2.12
3176,Exit short,2025-06-11 08:35,Close entry(s) order Short,109682,1,109521,-226.76,-0.21,0,0.00,-197.36,-0.18,-212451.4,-2.12
3176,Entry short,2025-06-11 07:54,Short,109521,1,109521,-226.76,-0.21,0,0.00,-197.36,-0.18,-212451.4,-2.12
3177,Exit short,2025-06-11 10:56,Close entry(s) order Short,109585,1,109511.5,-139.23,-0.13,93.15,0.09,-108.35,-0.10,-212590.64,-2.13
3177,Entry short,2025-06-11 10:16,Short,109511.5,1,109511.5,-139.23,-0.13,93.15,0.09,-108.35,-0.10,-212590.64,-2.13
3178,Exit short,2025-06-11 12:23,Close entry(s) order Short,109478,1,109351.5,-192.15,-0.18,0,0.00,-170.31,-0.16,-212782.78,-2.13
3178,Entry short,2025-06-11 12:02,Short,109351.5,1,109351.5,-192.15,-0.18,0,0.00,-170.31,-0.16,-212782.78,-2.13
3179,Exit long,2025-06-11 12:56,Close entry(s) order Long,109519,1,109679,-225.76,-0.21,6.6,0.01,-192.9,-0.18,-213008.55,-2.13
3179,Entry long,2025-06-11 12:34,Long,109679,1,109679,-225.76,-0.21,6.6,0.01,-192.9,-0.18,-213008.55,-2.13
3180,Exit short,2025-06-11 16:17,Close entry(s) order Short,109346.5,1,109392.5,-19.62,-0.02,205.68,0.19,-32.82,-0.03,-213028.16,-2.13
3180,Entry short,2025-06-11 15:01,Short,109392.5,1,109392.5,-19.62,-0.02,205.68,0.19,-32.82,-0.03,-213028.16,-2.13
3181,Exit short,2025-06-11 17:35,Close entry(s) order Short,109310,1,109119,-256.53,-0.24,0,0.00,-262.74,-0.24,-213284.69,-2.13
3181,Entry short,2025-06-11 17:34,Short,109119,1,109119,-256.53,-0.24,0,0.00,-262.74,-0.24,-213284.69,-2.13
3182,Exit short,2025-06-11 18:00,Close entry(s) order Short,109254,1,109047.5,-271.99,-0.25,41.29,0.04,-239.21,-0.22,-213556.69,-2.14
3182,Entry short,2025-06-11 17:52,Short,109047.5,1,109047.5,-271.99,-0.25,41.29,0.04,-239.21,-0.22,-213556.69,-2.14
3183,Exit long,2025-06-11 19:03,Close entry(s) order Long,109384.5,1,109751,-432.24,-0.39,121.07,0.11,-504.43,-0.46,-213988.92,-2.14
3183,Entry long,2025-06-11 18:01,Long,109751,1,109751,-432.24,-0.39,121.07,0.11,-504.43,-0.46,-213988.92,-2.14
